,id,p_type,s_name,s_area_name,post_time,title,author,content,page_url
113759,1531388434896_N01,news,yahoo股市,最新財經新聞,2018/7/12 17:08:00,個股：華航(2610)啟動機上愛心醫師專案，即日起推展,財訊快報,中華航空(2610)、中華民國醫師公會全國聯合會及財團法人寶佳公益慈善基金會今(12)日宣布啟動「機上愛心醫師」專案，除了保障機上愛心醫師應有權益外，也邀請更多的醫師在搭機時自願伸出援手，當旅客發生空中緊急醫療需求時，協助華航及地面醫療支援團隊守護旅客健康，讓旅客在飛行旅途中獲得更安全的保障。 <BR> 根據統計，機上緊急醫療情況以暈厥、呼吸道症狀、噁心或嘔吐、心臟症狀、癲癇發作和腹痛最為常見。國際航空公司近年陸續推出機上醫療支援計畫，華航為台灣第一家獲得中華民國醫師公會全國聯合會支持、推出「機上愛心醫師」專案的航空公司。<BR> 中華航空董事長何煖軒表示，華航感謝醫師旅客們每次伸出援手。此次與醫師公會合作的「機上愛心醫師」專案，非以營利為目的，完全尊重每一位加入本計畫醫師的個人意願，在機上發生緊急醫療需求時，空服員能在第一時間優先詢問參與「機上愛心醫師」專案的醫師，在醫師自願前提下，是否願意與華航空服員及地面醫療支援團隊合作，即時提供專業協助。<BR> 中華民國醫師公會全國聯合會邱泰源理事長表示，碰到機上乘客有健康狀況時，總是有許多見義勇為之醫護人員出面幫忙，華航的「機上愛心醫師」專案，重要目的之一就是保障這些見義勇為的醫師能夠擁有應有的法律權益，使得飛機上有身體不適的旅客，在第一時間就更有愛心醫師願挺身而出，與地面醫療支援團隊共同協助處理，讓旅客安全返家。未來更會檢視相關法律權益是否不足，同時也會專業建議航空公司機艙上應有的設備。<BR> 本次「機上愛心醫師」專案即日起開放登記，有意願加入的醫師可登入中華航空官方網站個人會員專區「機上愛心醫師專案」申請專頁，完成填表作業，後續經審核完成後，即成為本計畫共同合作的成員。,https://tw.stock.yahoo.com/news_content/url/d/a/20180712/個股-華航-2610-啟動機上愛心醫師專案-即日起推展-090831895.html
114196,1531445164395_N01,news,yahoo股市,最新財經新聞,2018/7/13 09:00:00,《航運股》華航機上愛心醫師，啟動,時報資訊,中華航空 (2610) 、中華民國醫師公會全國聯合會及財團法人寶佳公益慈善基金會昨（12）日宣布，啟動「機上愛心醫師」專案，除了保障機上見義勇為醫師應有權益外，也邀請更多的醫師在搭機時自願伸出援手，當旅客發生空中緊急醫療需求時，協助華航及地面醫療支援團隊守護旅客健康。<BR> 華航董事長何煖軒指出，高齡化的社會讓機上緊急醫療需求提高，去年公司就曾有座艙經理久未發作的氣喘發作，機上兩位來台參加國際醫療會議的部長與理事長級人士即時出手救援。據統計，機上緊急醫療情況以暈厥、呼吸道症狀、噁心或嘔吐、心臟症狀、癲癇發作和腹痛最為常見。<BR> 國際航空公司近年陸續推出機上醫療支援計畫，華航為台灣第一家獲得中華民國醫師公會全國聯合會支持、推出「機上愛心醫師」專案的航空公司。何煖軒昨（12）日於記者會上，致贈醫師公會全聯會理事長邱泰源一架紀念模型機，代表中華航空表達最誠摯的謝意，歡迎該會4.7萬名會員都來參與支援計畫。<BR> 何煖軒表示，「機上愛心醫師」專案非以營利為目的，完全尊重每一位加入本計畫醫師的個人意願，在機上發生緊急醫療需求時，空服員能在第一時間優先詢問參與專案的醫師，在醫師自願前提下是否願意與華航空服員及地面醫療支援團隊合作，即時提供專業協助。而華航也會發給一張等同金卡的卓越卡給加入的醫師，提供報告與登機等禮遇。<BR> 邱泰源表示，碰到機上乘客有健康狀況時，總是有許多見義勇為之醫護人員出面幫忙，而他們的權益一直沒有受到重視。華航的「機上愛心醫師」專案為參與的醫師投保，保障這些見義勇為的醫師能擁有應有的法律權益，也讓機上有身體不適的旅客在第一時間就有醫師願挺身而出協助處理，讓旅客安全返家。未來更會檢視相關法律權益是否不足，同時也會專業建議航空公司機艙上應有的設備。(新聞來源：工商時報─張佩芬╱台北報導),https://tw.stock.yahoo.com/news_content/url/d/a/20180713/航運股-華航機上愛心醫師-啟動-010000223.html
118648,1531967145932_N01,news,yahoo股市,最新財經新聞,2018/7/19 09:54:00,華航A350新機隊10月底全數到位 全年營收新高可期,鉅亨網,華航 (2610-TW) 為紀念 A350 機隊於 10 月底全數到位，首度與空中巴士合作於第 14 架 A350 機身彩繪上代表雙方的圖案，隨著新機陸續加入營運，近來營收持續創高，不僅去年合併營收創新高達 1561.22 億元，年增 10.66%，今年上半年仍維持強勁成長 9.57% 至 810.01 億元，法人樂觀看待，營收全年創新高可期。<BR>華航說明，這架聯名彩繪機預計最晚於今年冬季班表投入營運，屆時包括歐美長程航點，加上亞太熱門航點的服務，將更到位更具競爭力。<BR>華航已陸續汰換舊機種，以 A350 全面飛航歐洲的阿姆斯特丹、維也納、羅馬、溫哥華、檀香山和紐澳航線，也投入部分亞太地區如香港、東京、大阪、曼谷和雅加達等航線。<BR>華航今年共有 4 架 A350-900 加入營運，目前已交付 3 架，使今年客運運能年增約 5%；另一方面，依據 IATA 預估航空貨運今年需求約較去年成長 4.5%，而華航貨運運能僅增 2% 左右，運價維持相對高檔可期，貨運成長動能無虞。<BR>,https://tw.stock.yahoo.com/news_content/url/d/a/20180719/華航a350新機隊10月底全數到位-全年營收新高可期-015446350.html
118724,1531970736633_N01,news,yahoo股市,最新財經新聞,2018/7/19 11:04:00,個股：華航(2610)與空巴A350聯名彩繪機10月抵台，最晚今年冬季投入營運,財訊快報,"中華航空(2610)今(19)日宣布，為歡慶A350-900 XWB新機於今年10月底前全數到位，首度與空中巴士(Airbus)合作，於第14架A350，編號B-18918機身，彩繪代表雙方的圖案。這架聯名彩繪機預計最晚將於今年冬季班表投入營運。<BR> 此次聯名彩繪以華航藍色企業識別色系於機尾流動交織出空中巴士經典碳纖維圖樣，饒富科技時尚及傳統編織美感，象徵東西文化交融；尾翼再以漸層噴漆「紅梅揚姿」點綴，打造出以航空公司企業色彩為主的聯名彩繪機，突顯華航品牌形象。<BR> 回顧華航A350系列彩繪機，第一架誕生於2016年，編號B-18901，以臺灣國寶鳥類的「帝雉」為彩繪主角；2017年再度推出第二架以「臺灣藍鵲」為主角的彩繪機，編號B-18907，也是空中巴士交付航空公司的第100架A350。華航彩繪機設計，持續發揚臺灣文化及環境特色，讓世界看見臺灣。<BR> A350的引進讓華航的旅客服務更加優質，除了歐洲的阿姆斯特丹、維也納、羅馬、溫哥華、檀香山及紐澳航線全面以A350直飛外，也投入部分亞太地區如香港、東京、大阪、曼谷、雅加達等航線。其中機內照明擁有1,670萬種色彩變化，首創情境燈光搭配音樂，營造歡樂愉快的舒壓環境，幫助減少時差影響。另外機外噪音相較傳統客機降低20%，客艙噪音僅57分貝，更大幅提升整體搭機舒適度。<BR> 華航A350客艙內設計獲獎包括世界四大指標性設計大獎之一的日本Good Design Award，美國知名旅遊雜誌《環旅世界》(Global Traveler)「最佳商務艙座椅設計」、以及知名國際航空設計評鑑 TheDesignAir「2016 讀者年度票選大獎」、「2016 航空設計大賞」等。",https://tw.stock.yahoo.com/news_content/url/d/a/20180719/個股-華航-2610-與空巴a350聯名彩繪機10月抵台-最晚今年冬季投入營運-030454645.html
119319,1532045383091_N01,news,yahoo股市,最新財經新聞,2018/7/20 07:51:00,《航運股》華航與空巴聯名彩繪機，10月抵台,時報資訊,"中華航空 (2610) 昨（19）日宣布，為歡慶A350-900 XWB新機於10月底前全數到位，首度與空中巴士合作，於第14架A350、編號 B-18918機身，彩繪代表雙方的圖案。這架聯名彩繪機預計最晚將於今年冬季班表投入營運，讓全球民眾可以一睹其優雅風采，也讓世界看見台灣。<BR> 此次聯名彩繪以華航藍色企業識別色系於機尾流動交織出空中巴士經典碳纖維圖樣，饒富科技時尚及傳統編織美感，象徵東西文化交融；尾翼再以漸層噴漆「紅梅揚姿」點綴，打造出以航空公司企業色彩為主的聯名彩繪機，突顯華航高雅又具活力的品牌形象。<BR> 回顧華航A350系列彩繪機，第一架誕生於2016年，編號B-18901，以臺灣國寶鳥類的「帝雉」為彩繪主角；2017年再度推出第二架以「臺灣藍鵲」為主角的彩繪機，編號B-18908，也是空中巴士交付航空公司的第100架 A350，意義非凡。華航彩繪機的設計，持續發揚臺灣文化及環境特色，當華航彩繪機翱翔天際，讓世界看見臺灣。<BR> A350的引進讓華航的旅客服務更加優質，除了歐洲的阿姆斯特丹、維也納、羅馬、溫哥華、檀香山及紐澳航線全面以A350直飛外，也投入部分亞太地區如香港、東京、大阪、曼谷、雅加達等航線。其機內照明擁有 1,670萬種色彩變化，首創情境燈光搭配音樂，營造歡樂愉快的舒壓環境，幫助減少時差影響。另外機外噪音相較傳統客機降低20％，客艙噪音僅57分貝，大幅提升整體搭機舒適度。<BR> 華航A350的引進象徵華航機隊更加年輕，客艙內設計也獲獎連連，包括世界四大指標性設計大獎之一的日本 Good Design Award，美國知名旅遊雜誌《環旅世界》( Global Traveler )「最佳商務艙座椅設計」、以及知名國際航空設計評鑑 TheDesignAir 「2016 讀者年度票選大獎」、「2016 航空設計大賞」等。（新聞來源：工商時報─記者張佩芬╱台北報導）",https://tw.stock.yahoo.com/news_content/url/d/a/20180720/航運股-華航與空巴聯名彩繪機-10月抵台-235117807.html
122487,1532425166059_N01,news,yahoo股市,最新財經新聞,2018/7/24 17:01:00,華航國內第5、6次無擔保轉換公司債轉換價格8/14起分別調整為11.38元、12.9元,Moneydj理財網,公開資訊觀測站重大訊息公告<BR>(2610)華航-公告本公司國內第五、六次無擔保轉換公司債轉換價格調整<BR>1.事實發生日:107/07/24<BR>2.公司名稱:中華航空股份有限公司<BR>3.與公司關係(請輸入本公司或子公司):本公司<BR>4.相互持股比例:不適用<BR>5.發生緣由:依本公司國內第五、六次無擔保轉換公司債發行及轉換辦法規定調整轉換價格。<BR>6.因應措施:本公司因配發現金股利，依國內第五、六次無擔保轉換公司債發行及轉換辦法第11條規定，轉換價格應予以調整，故自107年08月14日起，國內第五次無擔保轉換公司債轉換價格由新臺幣11.64元調整為新臺幣11.38元，國內第六次無擔保轉換公司債轉換價格由新臺幣13.2元調整為新臺幣12.9元。<BR>7.其他應敘明事項:無。,https://tw.stock.yahoo.com/news_content/url/d/a/20180724/華航國內第5-6次無擔保轉換公司債轉換價格8-14起分別調整為11-38元-12-090119264.html
126088,1532769891822_N01,news,yahoo股市,最新財經新聞,2018/7/28 16:56:00,機師工會釀罷工 華航長榮籲理性,中央社,（中央社記者汪淑芬台北2018年7月28日電）桃園市機師職業工會正舉行罷工投票，8月6日截止，工會昨天指投票數已過半，可望取得合法罷工權。華航及長榮今天發表聲明，指機師派遣符國際標準，無過勞，呼籲機師工會理性。<BR>桃園市機師職業工會由中華航空及長榮航空機師組成，工會下的華航分會有華航機師約800人，長榮分會的長榮機師約500人，主要訴求改善過勞及爭取福利。<BR>華航今天發表聲明，指機師派遣規定一向嚴格遵守民航法規符合世界標準，勞動條件遠優於絕大多數勞工。<BR>華航認為，機師過勞、危害飛安的議題顯不存在。機師職業工會要求惡劣天候及因特殊機場另給加給等，明顯是聚焦於待遇、福利，與所謂過勞、飛安訴求相去甚遠。<BR>華航表示，有關薪資及飛時計算部分，工會2015年的要求，在冗長討論後雙方達成共識後共同簽署協議，這次違反當初協議，而做罷工訴求，並不合適。希望工會不要動輒以罷工要挾資方全盤同意所有要求，期盼勞方嚴肅看待航空產業的公共性與社會責任，盼雙方透過理性談判尋求共識。<BR>長榮航空聲明，對於桃園市機師工會宣稱目前的投票狀況不做任何臆測，但仍呼籲機師工會保持理性，並希望雙方能透過協商解決爭端，避免造成社會衝擊與影響大眾空中交通運輸。<BR>長榮航空說，目前長榮機師總人數將近1300人，其中包含本國籍近1000名、外國籍近300名。所有航班都遵照相關法規派遣飛行員，無飛安顧慮或過勞情形。<BR>長榮航空表示，有關於飛安相關議題，長榮航空現行作法與機師工會的期待相當接近，願意由負責專業技術與飛安管理的資深機師群，邀請民航局與勞動部代表參與，和機師工會共同進一步討論，若機師工會願意繼續協商，應可很快取得具體結論。<BR>有關休假及日支費率等調整事項，長榮航空說，現行的休假配套措施，除了法令保障的115至117天外，特休由第一年22天逐年累計至最高42天，並提供每年含飛行加給的全薪病假30天，已是民航界最優的休假制度之一，不應單從個別項目來比較。,https://tw.stock.yahoo.com/news_content/url/d/a/20180728/機師工會釀罷工-華航長榮籲理性-085655495.html
126089,1532772575928_N01,news,yahoo股市,最新財經新聞,2018/7/28 16:58:00,《交通》機師釀罷工，華航、長榮盼理性溝通,時報資訊,由中華航空、長榮航空機師組成的桃園市機師職業工會，7月16日發起罷工投票，昨（27）宣稱投票率過半，幾已取得罷工權，引起社會重視。華航今表示，希望工會不要以罷工要脅資方全盤同意訴求；長榮也說，盼工會保持理性完成協商。<BR> 華航強調，公司對於機師派遣規定，一向嚴格遵守民航法規，符合世界標準，勞動條件遠優於絕大多數勞工，故機師過勞、危害飛安議題已不存在，機師工會要求惡劣天侯及因特殊機場另給加給等，明顯是聚焦於待遇及福利，與所謂過勞或飛安訴求相去甚遠。<BR> 另有關薪資及飛時計算部分，在工會2015年要求下，雙方經冗長討論後達成共識，共同簽署協議。但工會這次違反當初協議，以此做罷工訴求，並不合適，希望工會不要動輒以罷工要挾資方全盤同意所有要求，期盼勞方嚴肅看待航空產業的公共性與社會責任，盼雙方透過理性談判尋求共識。<BR> 長榮航空則聲明，對於機師工會宣稱目前的投票狀況不做任何臆測，但仍呼籲機師工會保持理性，並希望雙方仍能透過協商解決爭端，以避免造成社會衝擊與影響大眾空中交通運輸。<BR> 長榮指出，目前機師總人數將近1300人，其中包含本國籍近1000名、外國籍將近300名，所有航班均遵照相關法規派遣飛行員，無飛安顧慮或過勞之情事；有關於飛安相關議題，長榮航空現行作法與機師工會的期待相當接近，願意由負責專業技術與飛安管理的資深機師群，邀請民航局與勞動部代表參與，和機師工會共同進一步討論，若機師工會願意繼續協商，應可很快取得具體結論。<BR> 有關休假╱日支費率等調整事項議題，長榮航空現行的休假配套措施，除了法令保障的115至117天外，特休由第一年22天逐年累計至最高42天，並提供每年含飛行加給的全薪病假30天，已是民航界最優的休假制度之一，故不應單從個別項目來比較。長榮強調，願意與機師工會針對調整事項議題，進行更完整的溝通與討論。(新聞來源：中時即時 陳祐誠),https://tw.stock.yahoo.com/news_content/url/d/a/20180728/交通-機師釀罷工-華航-長榮盼理性溝通-085806057.html
126141,1532837381370_1_N01,news,yahoo股市,最新財經新聞,2018/7/29 11:30:00,《產業》機師喊罷工，華航、長榮盼理性協商,時報資訊,由中華航空、長榮航空機師組成的桃園市機師職業工會，7月16日發起罷工投票，27日宣稱投票率過半，幾已取得罷工權，引起社會重視。華航昨表示，希望工會不要以罷工要脅資方全盤同意訴求；長榮也說，盼工會保持理性完成協商。<BR> 華航聲明指出，公司派遣機師，一向嚴格遵守民航法規，符合世界標準，勞動條件更遠優於絕大多數勞工，過勞、危害飛安等議題已不存在。機師工會要求惡劣天候或特殊機場另給加給，明顯是聚焦於待遇及福利，與過勞或飛安訴求相去甚遠。<BR> 有關薪資及飛時計算部分，華航指出，在工會2015年要求下，雙方經冗長討論後達成共識，共同簽署協議。但工會這次卻違反當初協議，以此做罷工訴求，希望工會不要動輒以罷工要挾資方全盤同意所有要求，期盼勞方嚴肅看待航空產業的公共性與社會責任，雙方透過理性談判尋求共識。<BR> 長榮也呼籲機師工會保持理性，並希望雙方仍能透過協商解決爭端，以避免造成社會衝擊與影響大眾空中交通運輸。<BR> 長榮指出，目前機師總人數將近1300人，其中包含本國籍近1000名、外國籍約300名，所有航班均遵照相關法規派遣飛行員，無飛安顧慮或過勞的情況。在飛安相關議題上，長榮現行作法與機師工會的訴求接近，願意由負責專業技術與飛安管理的資深機師群，邀請民航局、勞動部代表參與，和機師工會共同進一步討論，若工會願意繼續協商，應可很快取得具體結論。<BR> 至於休假、日支費率調整等議題，長榮認為，現行的休假配套措施除法令保障的115至117天外，特休由第一年22天逐年累計至最高42天，並提供每年含飛行加給的全薪病假30天，已是民航界最優的休假制度之一，不該挑個別項目出來比較。(新聞來源：中國時報─陳祐誠╱台北報導),https://tw.stock.yahoo.com/news_content/url/d/a/20180729/產業-機師喊罷工-華航-長榮盼理性協商-033022359.html
128184,1533022839139_N01,news,yahoo股市,最新財經新聞,2018/7/31 15:18:00,《傳產》渣打銀、華航合作，存款利息換哩程,時報資訊,渣打銀行與華航 (2610) 今（31）日舉行「尊榮哩遇」服務上市合作記者會，宣布推出業界首創定存利息兌換航空哩程之「尊榮哩遇」服務。自即日起，渣打銀行客戶同時為華航華夏會員者，可就渣打銀行所承作的各幣別之定存利息，包括新台幣、人民幣和美金等，選擇將其利息依華航提供的兌換標準兌換為華航哩程數，讓客戶在累積財富同時，盡享「存越多、利息越多、哩程多更多」之遨遊世界尊榮禮遇。<BR> 渣打銀行個人金融事業處負責人林素真與中華航空資深副總經理張志潔，共同宣布對於雙方客戶所提供之「尊榮哩遇」服務正式上市，象徵渣打銀行持續創新產品服務，提供客戶理財與消費的全方位選擇，提供渣打銀行客戶的定存利息兌換為華航哩程數。<BR> 渣打銀行個人金融事業處負責人林素真表示，渣打銀行向來以創新自許，此次很榮幸與國內航空業龍頭－中華航空攜手合作，獨家首創「尊榮哩遇」服務，提供渣打銀行客戶可將本行所承作的各幣別之定存利息選擇兌換為華航哩程數，適合各種客戶族群，尤其是針對喜歡旅遊或累積飛行哩程，以及具備一定資產的客群，更可透過「尊榮哩遇」服務取得理財與消費的新平衡，透過儲蓄的定存利息來旅遊全球，存越多、利息越多，能兌換的哩程數將更多，讓客戶的每一分存款除了累積財富，還有更多元化的運用。<BR> 中華航空資深副總經理張志潔表示，華航致力提供旅客優質創新的產品，創造最深入人心的航空品牌，此次非常高興與渣打銀行聯手推出「尊榮哩遇」服務，提供華航會員更多元累積哩程的渠道，在存款的同時，也加速哩程數累積，無論是規劃旅程兌換酬賓機票，或是升等享受豪華經濟艙、豪華商務艙舒適的服務，或兌換精選住宿、餐飲券等商品，華航會員可靈活運用哩程數獲得更多加值服務，也希望藉此吸引更多民眾成為華航飛行常客，充分享受獨家禮遇。<BR> 「尊榮哩遇」服務提供渣打客戶將所承作各幣別之定存利息，依自身規劃兌換華航哩程，可彈性選擇將全部或部分利息兌換為哩程數，再依據需求兌換為機票或座艙升等，其餘仍可依約月月領息。,https://tw.stock.yahoo.com/news_content/url/d/a/20180731/傳產-渣打銀-華航合作-存款利息換哩程-071830392.html
128361,1533029072689_N01,news,yahoo股市,最新財經新聞,2018/7/31 16:53:00,個股：華航(2610)攜手渣打銀行，推業界首創定存利息兌換航空哩程,財訊快報,"中華航空(2610)今(31)日宣布與渣打銀行獨家合作，推出業界首創定存利息兌換航空哩程，渣打客戶自即日起可就各幣別的定存利息兌換華航哩程數，享有「存愈多、利息愈多、哩程多更多」遨遊世界尊榮禮遇；同時邀請藝人蔡依林擔任產品代言人。<BR> 渣打銀行個人金融事業處負責人林素真表示，渣打銀行此次與中華航空攜手合作，獨家首創「尊榮哩遇」服務，提供渣打銀行客戶可將所承作的各幣別的定存利息選擇兌換為華航哩程數，適合各種客戶族群，尤其是針對喜歡旅遊或累積飛行哩程，以及具備一定資產的客群，更可透過「尊榮哩遇」服務取得理財與消費的新平衡，透過儲蓄的定存利息來旅遊全球，存越多、利息越多，能兌換的哩程數將更多，讓客戶的每一分存款除累積財富，還有更多元化運用。<BR> 中華航空資深副總經理張志潔表示，華航與渣打銀行聯手推出「尊榮哩遇」服務，提供華航會員更多元累積哩程渠道，在存款的同時，也加速哩程數累積，無論是規劃旅程兌換酬賓機票，或是升等享受豪華經濟艙、豪華商務艙舒適的服務，或兌換精選住宿、餐飲券等商品，華航會員可靈活運用哩程數獲得更多加值服務，也希望藉此吸引更多民眾成為華航飛行常客，充分享受獨家禮遇。<BR> 林素真表示，「尊榮哩遇」服務提供渣打客戶將所承作各幣別之定存利息，依自身規劃兌換華航哩程，可彈性選擇將全部或部分利息兌換為哩程數，再依據需求兌換為機票或座艙升等，其餘仍可依約月月領息。目前優先理財貴賓客戶可享以利息新臺幣473元兌換華航1,000哩程數，一般客戶則以利息578元兌換1,000哩程數。參考渣打銀行現行的優惠活動，以優先理財貴賓客戶新資金定存10萬美元、年利率3.2%為例，稅後等值新台幣定存一年利息約計83,520元(以新台幣兌美元匯價29為計算基準)，如選擇利息全部兌換，可兌換176,000哩，而以15萬哩華航哩程數，可兌換相當於台北飛紐約來回豪華商務艙機票乙張。",https://tw.stock.yahoo.com/news_content/url/d/a/20180731/個股-華航-2610-攜手渣打銀行-推業界首創定存利息兌換航空哩程-085354121.html
128454,1533032710481_N01,news,yahoo股市,最新財經新聞,2018/7/31 18:04:00,華航孵電商小金雞 平台9月上線銷售逾萬種商品,鉅亨網,華航 (2610-TW) 去年下旬宣布將擴大布局電商零售市場，經過近一年籌畫，預計今年 9 月開始試營運，提供超過 1 萬項的商品，涵蓋食衣住行，但僅對會員開放銷售以做出差異化，同時提供以哩程折抵，讓哩程累計有新用途。<BR>華航說明，目前華夏會員共有 350 萬名，其中台灣會員就有約 250 萬名，無須再耗費多餘成本來開發新客源，而不同於其他電商平台，提供可以哩程支付折抵的方式。<BR>華航零售除了有免稅品銷售，還有機上填寫訂購單的送貨到府服務與在網站上銷售貨品的 eMall，eMall 年營收約 1 億多元，未來在全新電商平台加入後，除了為會員開發更多的商品，也可擴大增加零售的營業額。<BR>另一方面，華航也與渣打銀行宣布首創業界定存利息可兌換航空哩程，藉此擴大對高端旅客的服務。<BR>對於客貨運近來表現，華航也指出，暑期旺季客貨運表現暢旺，客運平均載客率約 81%，票價在燃油附加費增加的影響下，略較去年調高一點，但調幅僅個位數。<BR>華航強調，歐美航班需求熱絡，羅馬將從每周 2 班增為 3 班，倫敦因機隊使用吃緊維持每周 4 班，而安大略 9 月之後將改成晚去早，屆時還可增加更多東南亞中轉旅客，客運表現看佳。<BR>華航股價日 K 線圖。,https://tw.stock.yahoo.com/news_content/url/d/a/20180731/華航孵電商小金雞-平台9月上線銷售逾萬種商品-100402724.html
128456,1533032713863_N01,news,yahoo股市,最新財經新聞,2018/7/31 18:04:00,〈外銀拚金融創新〉渣打銀結盟華航 推業界首創定存利息換哩程,鉅亨網,搶攻財富管理客戶，渣打銀今 (31) 日宣布與華航 (2610-TW) 合作，推出業界首創定存利息兌換航空哩程的「尊榮哩遇」服務。根據統計，有超過 7 成的高資產客群每年出國超過 5 次，另 6 成喜歡安排自助旅遊，另有 3 成偏好快速累積哩程和機位升等，因此，渣打銀此次聯手航空業者，推出存款利息換哩程的創新服務。<BR>渣打銀行個人金融事業處負責人林素真表示，尊榮哩遇服務中，不限外幣別，客戶可將承作各幣別的定存利息，依自身規劃兌換華航哩程，其中可以彈性選擇將全部或是部分利息兌換為哩程數，再依據需求兌換為機票或座艙升等，其餘可依約月月領息。<BR>林素真表示，希望可藉由此項創新服務，將財富管理客戶數提升 3 成。而只要是渣打銀行客戶，同時為華航華夏會員者，就可以就渣打銀所承作的各幣別的定存利息，包括新台幣、人民幣和美金等，選擇將其利息依華航提供的兌換標準兌換為華航哩程數。<BR>過去銀行與航空公司合作的模式，主要是透過消費來累積哩程數，渣打銀此次首創業界以儲蓄的形式來累積哩程。林素真說，首創「尊榮哩遇」服務，適合各種客戶族群，尤其是針對喜歡旅遊或累積飛行哩程，以及具備一定資產的客群，<BR>林素真進一步指出，渣打集團的經營策略，主要是鎖定頂級客群，並且優先投資高成長城市，並強化數位金融的服務能力。<BR>中華航空資深副總經理張志潔則表示，與渣打銀行聯手推出尊榮哩遇服務，提供華航會員更多元累積哩程的渠道，在存款的同時，也加速哩程數累積，華航會員也可靈活運用哩程數，也希望透過此服務，吸引更多民眾成為華航飛行常客。,https://tw.stock.yahoo.com/news_content/url/d/a/20180731/外銀拚金融創新-渣打銀結盟華航-推業界首創定存利息換哩程-100443531.html
128560,1533081301671_N01,news,yahoo股市,最新財經新聞,2018/8/1 07:14:00,個股：華航進軍電商零售市場有譜，擬9月試營運，樂觀看待Q3客貨運表現,財訊快報,華航(2610)董事長何煖軒去年曾宣布將進軍電商零售市場，經過近一年籌畫，預計今年9月開始試營運，華航資深副總經理張志潔表示，平台上銷售的商品包括食、衣、住、行超過1萬項，僅對會員開放銷售，而會員除可付現金，還可用哩程折抵，讓累積哩程有新用途。張志潔指出，華航持提供交易平台，也將販售部分華航原創產品，如限量的華航機師夾克。<BR> 張志潔說，華航電商平台最大優勢就是已有350萬的華航會員，其中台灣會員就有約250萬名，不須再耗費多餘成本來開發新客源，而電商平台提供會員使用哩程新用途，會員在於平台購物，可選擇支付現金或用哩程折抵。<BR> 張志潔表示，華航零售除有免稅品銷售，還有機上填寫訂購單的送貨到府服務與在網站上銷售貨品eMall，其中eMall年營收逾1億元，未來在全新電商平台加入後，將可擴大增加零售的營業額。張志潔強調，華航重視品質，與合作商家達成共識，將提供產品爭議處理機制，銷售若有問題，華航將會負責。<BR> 此外，張志潔指出，華航暑期旺季客運平均載客率約81%，票價在燃油附加費增加影響下，較去年調高一點，但調幅僅個位數。而歐美航班需求熱絡，其中羅馬從每週2班增為3班，倫敦維持每週4班，而安大略單純台美運量載客率約六成多，預計9月後將改成晚去早回，預估屆時可增加更多東南亞中轉旅客，目前看起來，客運在7、8、9月營運與去年差不多。至於貨運部分，張志潔表示，目前看來相當不錯。,https://tw.stock.yahoo.com/news_content/url/d/a/20180801/個股-華航進軍電商零售市場有譜-擬9月試營運-樂觀看待q3客貨運表現-231415143.html
134375,1533605987800_N01,news,yahoo股市,最新財經新聞,2018/8/7 09:11:00,華航：公司與桃園市機師職業工會勞資協商說明,Moneydj理財網,公開資訊觀測站重大訊息公告<BR>(2610)華航-本公司與桃園市機師職業工會勞資協商說明<BR>1.事實發生日:107/08/06<BR>2.公司名稱:中華航空公司<BR>3.與公司關係(請輸入本公司或子公司):本公司<BR>4.相互持股比例:不適用<BR>5.發生緣由:<BR>(1)自2015年以來機師職業工會每年均向本公司提出重大調解事項，2015及2016年雙方均已達成共識，大幅提升機師勞動條件。<BR>(2)然2017年起工會片面停止團體協商後對本公司提起14項的調解事項，歷經兩次調解不成立，後2018年該會又再增加其他議題提出14項的調解事項，調解會中，本公司說明立場與強調之前協議已大幅度提昇各項薪資福利，然終未獲該會認同，調解再度不成立。<BR>(3)2018/07/16~08/06該會以公司無誠意協商14項調解事項及改善過勞等為藉口，發起兩航罷工投票，預估08/07開票當日將宣布是否取得罷工權。<BR>6.因應措施:<BR>(1)本公司於2015年與桃園市機師工會簽訂7項協議後，業已大幅度調整機師勞動條件，並自2016年2月起與機師工會共同召開17次團體協約協商會議。2017年9月機師工會以本公司解僱該會酒測未過的傅姓代理理事長為由，片面取消協商。雖經本公司釋出善意多次去函要求恢復團協協商，機師工會以尚處於不當勞裁調查期間，婉拒復談，協商進度停滯之責應非屬本公司。<BR>(2)本公司積極展現溝通誠意，同時先履行部份已達成共識且尚未簽訂團協項目，此與工會所言實有出入。然本公司仍希冀勞資維持理性溝通，至今前後多達6次去函邀請該會前來協商，惜均遭藉故拒絕。<BR>(3)本公司以飛安第一、旅客優先為原則，已組成專案小組備妥因應措施，如一旦發生罷工，將全力調度人力與安排航班，以充分保障旅客權益，務求將影響層面降至最低。<BR>(4)因航空運輸涉及社會大眾權益，本公司將尋求行政救濟化解爭議。<BR>7.其他應敘明事項:無。,https://tw.stock.yahoo.com/news_content/url/d/a/20180807/華航-公司與桃園市機師職業工會勞資協商說明-011154675.html
